date,campaign_id,campaign_name,channel,region,device,impressions,clicks,visits,unique_visitors,pageviews,bounce_rate,avg_page_load_time_ms,step1_landing,step2_product_view,step3_add_to_cart,step4_checkout_start,step5_purchase,conversions,revenue,spend,roas,anomaly_flag,anomaly_type
2025-01-09,C07,Campaign 7,Social,APAC,Android,13790,529,528,442,1481,0.36518713022187954,2255.9518819942277,528,417,279,239,154,154,7617.295295128452,527.5840606281258,14.438069425485539,0,
2025-01-09,C07,Campaign 7,Social,US,Desktop,16902,1212,1260,1258,2295,0.45505797438089024,1916.2468779823091,1260,700,442,331,264,264,25404.236435925235,860.0503754468084,29.538079583684123,0,
2025-01-09,C07,Campaign 7,Social,UK,Desktop,12485,321,306,288,650,0.4023576250185185,1930.3220718256762,306,165,53,34,28,28,3041.2241603649163,115.28730665921474,26.379523023767646,0,
2025-01-09,C07,Campaign 7,Social,EU,Desktop,15002,245,221,181,405,0.21281249140505973,1744.0888854544985,221,151,71,59,35,35,4188.718130454303,101.11913182860542,41.423596649881084,0,
2025-01-09,C07,Campaign 7,Social,APAC,Desktop,10599,646,691,612,1203,0.30618157837245463,1966.005281305193,691,387,155,104,63,63,7508.186608283357,852.8857764472654,8.803273328767483,0,
2025-01-09,C07,Campaign 7,Display,US,iOS,18997,1261,1143,1105,2592,0.4216635955342484,2212.749686295145,1143,663,282,216,174,174,14742.733650552362,2262.232398086879,6.51689616991604,0,
2025-01-09,C07,Campaign 7,Display,UK,iOS,11052,210,205,201,452,0.19299535573242457,2195.250582195047,205,123,85,63,55,55,3561.019842807276,131.4919869065306,27.081649053934985,0,
2025-01-09,C07,Campaign 7,Display,EU,iOS,13380,485,474,388,992,0.3378610564136399,1968.603209630932,474,244,132,99,76,76,4536.132871797008,881.5019631866799,5.1459135217335525,0,
2025-01-09,C07,Campaign 7,Display,APAC,iOS,13153,786,754,646,983,0.36715247541208046,1946.2553576341804,754,537,263,221,172,172,3949.8270702703885,1017.3572374454379,3.882438660571501,0,
2025-01-09,C07,Campaign 7,Display,US,Android,13757,645,594,476,1076,0.28191026703588934,1465.6551641284827,594,463,290,146,88,88,8596.719339307028,1273.3996267716389,6.7509987898313515,0,
2025-01-09,C07,Campaign 7,Display,UK,Android,11350,446,443,369,915,0.4183826320289382,1691.5604493616447,443,324,188,118,76,76,8091.560279624094,393.67106841352773,20.554114662864677,0,
2025-01-09,C07,Campaign 7,Display,EU,Android,13430,734,773,689,1170,0.38025934861275035,1958.6217590683154,773,395,230,129,104,104,8775.54736667312,1050.2921500313903,8.35533938477103,0,
2025-01-09,C07,Campaign 7,Display,APAC,Android,8541,419,382,363,1065,0.42939315697928054,1512.6324889043524,382,238,147,113,79,79,3110.495905018822,777.2708235664774,4.001817398402311,0,
2025-01-09,C07,Campaign 7,Display,US,Desktop,12708,713,721,589,2126,0.37072448197662294,1609.2025484438152,721,467,282,170,125,125,9068.768178941365,360.2418689477741,25.174109287824358,0,
2025-01-09,C07,Campaign 7,Display,UK,Desktop,10212,821,836,783,2310,0.45519758906469254,1547.5418639446316,836,478,273,187,155,155,8987.01835314477,657.1094033504324,13.676593741197836,0,
2025-01-09,C07,Campaign 7,Display,EU,Desktop,10015,745,777,734,1344,0.35432219166908296,1167.5120219357086,777,422,206,160,96,96,2987.0155667589556,1442.0676851947883,2.0713421411668915,0,
2025-01-09,C07,Campaign 7,Display,APAC,Desktop,9174,386,372,356,1019,0.21726995255127698,1467.35236282902,372,262,153,136,114,114,5017.88097077018,155.1618830362535,32.33964987133957,0,
2025-01-09,C08,Campaign 8,Search,US,iOS,29268,814,811,676,2124,0.31721730580062024,2034.7500041441206,811,435,256,222,135,135,2894.8857169633297,498.02415346364495,5.812741604659245,0,
2025-01-09,C08,Campaign 8,Search,UK,iOS,27646,2210,2293,1981,3669,0.408958090677459,1337.1487144824218,2293,1674,891,468,287,287,11972.6885972435,1739.2629150069122,6.883771564344496,0,
2025-01-09,C08,Campaign 8,Search,EU,iOS,27858,424,390,344,1070,0.29126596393754123,1919.099321787918,390,294,168,114,96,96,3579.0744521310658,523.990647772453,6.8304166636296655,0,
2025-01-09,C08,Campaign 8,Search,APAC,iOS,23587,1743,1895,1598,5047,0.44023852275953945,1510.3381524186266,1895,1006,455,251,170,170,11950.901266186162,1468.5400062993403,8.137947359229209,0,
2025-01-09,C08,Campaign 8,Search,US,Android,25623,1015,1010,863,1900,0.4036241883738942,1269.7814970259828,1010,710,452,388,296,296,35004.239099355604,1979.6653939417322,17.68189675208612,0,
2025-01-09,C08,Campaign 8,Search,UK,Android,23228,1150,1187,1071,1500,0.4574818249068394,1083.3854309921098,1187,771,401,279,250,250,22087.66711738278,1151.7058345920927,19.17821934557249,0,
2025-01-09,C08,Campaign 8,Search,EU,Android,28031,2147,2306,2185,6647,0.39579285891454474,2012.0737309007995,2306,1566,502,359,266,266,19339.31062053908,3346.1062741205365,5.779646262317854,0,
2025-01-09,C08,Campaign 8,Search,APAC,Android,21050,680,612,538,1568,0.3659483987539905,2316.2088947484804,612,465,162,143,131,131,10470.007981520866,271.88277538365423,38.509272853885726,0,
2025-01-09,C08,Campaign 8,Search,US,Desktop,22112,529,527,443,804,0.271262713905936,2240.2127549780766,527,373,209,110,78,78,5981.512159803396,984.6181937548547,6.074955955254919,0,
2025-01-09,C08,Campaign 8,Search,UK,Desktop,17308,829,778,741,1109,0.4972585820458456,1331.0619575588184,778,550,326,188,177,177,6698.008806155592,384.09625002758594,17.438360321597877,0,
2025-01-09,C08,Campaign 8,Search,EU,Desktop,21603,1605,1617,1307,3923,0.394971221110227,1726.8149843729286,1617,899,378,265,203,203,12186.186256092922,1339.3484154797661,9.09859310336939,0,
2025-01-09,C08,Campaign 8,Search,APAC,Desktop,13542,916,924,845,2281,0.23786583788009524,2120.836282055248,924,615,244,179,134,134,3208.2062691743167,1417.7625123699177,2.2628657770133245,0,
2025-01-09,C08,Campaign 8,Social,US,iOS,23422,1691,1678,1351,2243,0.27905061724585184,1330.383421919305,1678,895,425,274,225,225,8906.95258879081,3134.734088727788,2.8413742080450723,0,
2025-01-09,C08,Campaign 8,Social,UK,iOS,20726,1078,1049,1033,2931,0.45132902813735254,2060.3647313260362,1049,727,223,174,115,115,10149.565982157526,342.6547327802111,29.62038755398648,0,
2025-01-09,C08,Campaign 8,Social,EU,iOS,21416,974,978,970,1803,0.4121741124612538,2005.3632483950037,978,563,338,222,143,143,2912.1532072849413,1523.7137556565515,1.9112206583907398,0,
2025-01-09,C08,Campaign 8,Social,APAC,iOS,15758,226,234,192,336,0.39251212385934103,801.2370858128637,234,174,92,79,53,53,4219.963434791437,319.5425970423162,13.206262557328463,0,
2025-01-09,C08,Campaign 8,Social,US,Android,25261,2024,2166,1809,2743,0.2233535668268385,1658.6944102466719,2166,1340,930,594,503,503,22655.22109044839,1651.2176649106568,13.720311726240045,0,
2025-01-09,C08,Campaign 8,Social,UK,Android,16630,809,838,741,1044,0.3523012972098536,1632.577233279493,838,629,339,228,207,207,8217.805794854305,737.0164176387125,11.15009869275761,0,
2025-01-09,C08,Campaign 8,Social,EU,Android,21396,645,649,590,1928,0.48338541192207424,2200.1163156022826,649,366,125,92,83,83,6535.195499858809,679.0117987394362,9.624568397767447,0,
2025-01-09,C08,Campaign 8,Social,APAC,Android,16725,687,691,607,1525,0.3161747993954937,1192.5060654439303,691,474,185,147,115,115,12209.627169812931,1195.5875990916488,10.212239721363146,0,
2025-01-09,C08,Campaign 8,Social,US,Desktop,17980,456,468,409,843,0.34606083841274954,1939.890705659427,468,329,181,98,84,84,4394.537308842043,756.137938537309,5.811819622941998,0,
2025-01-09,C08,Campaign 8,Social,UK,Desktop,15036,474,478,446,709,0.29699381190634516,2223.463369775394,478,327,113,71,58,58,2750.395567283453,851.5555681410026,3.2298486090434864,0,
2025-01-09,C08,Campaign 8,Social,EU,Desktop,17264,1259,1278,1109,2564,0.4431497042733549,2220.362067573903,1278,649,394,274,217,217,10806.473818619801,1278.4105521770434,8.453054302639426,0,
2025-01-09,C08,Campaign 8,Social,APAC,Desktop,13675,871,828,800,1902,0.3398002851687304,2414.3151334245254,828,470,221,144,103,103,4245.389601737227,1385.3987869814289,3.0643809144566085,0,
2025-01-09,C08,Campaign 8,Display,US,iOS,16112,1112,1220,1073,3633,0.3765908342438474,1300.0821434636487,1220,639,233,205,194,194,19363.848910537767,1307.5518336248742,14.809239995370687,0,
2025-01-09,C08,Campaign 8,Display,UK,iOS,17919,275,294,274,860,0.4359027512497914,1969.8600009834563,294,213,77,58,37,37,3956.9876509764604,113.33153119143526,34.91515211501439,0,
2025-01-09,C08,Campaign 8,Display,EU,iOS,20761,750,681,608,1761,0.37476475878069304,1013.0774709909621,681,483,328,177,115,115,8152.015294731769,758.5555754663097,10.746760762677738,0,
2025-01-09,C08,Campaign 8,Display,APAC,iOS,13032,399,371,312,893,0.36276898330345575,1636.9369307172758,371,220,97,64,46,46,4789.564257885848,761.4182346546296,6.290319879268899,0,
2025-01-09,C08,Campaign 8,Display,US,Android,17710,861,875,708,1362,0.30911528860009657,1614.8211198564666,875,610,409,329,252,252,15222.092709208944,823.958728741109,18.47433879663624,0,
2025-01-09,C08,Campaign 8,Display,UK,Android,14464,496,485,389,601,0.3578252690613488,1088.5954746387065,485,294,91,53,33,33,3790.4856044926746,412.58169256997354,9.187236546735072,0,
2025-01-09,C08,Campaign 8,Display,EU,Android,12603,695,646,643,1903,0.4535656186231881,2189.824032405291,646,405,277,185,126,126,3973.7704810091905,454.40004232144656,8.745092673644846,0,
2025-01-09,C08,Campaign 8,Display,APAC,Android,12515,360,387,352,898,0.42903304087082317,1857.9675212411173,387,200,65,50,43,43,2724.4344986124615,323.6107873292092,8.418861809575263,0,
2025-01-09,C08,Campaign 8,Display,US,Desktop,12314,355,365,349,452,0.3446443193893441,1725.1953029925362,365,258,104,52,36,36,1044.4709399166459,238.91593004566704,4.371709076565145,0,
2025-01-09,C08,Campaign 8,Display,UK,Desktop,10090,180,185,170,521,0.36721025859977224,1897.5504731736057,185,103,35,29,19,19,2035.108441534511,348.1010980095886,5.846314341353939,0,
2025-01-09,C08,Campaign 8,Display,EU,Desktop,10805,733,719,585,1785,0.28717846037527267,1738.1901080269001,719,408,263,165,148,148,5509.843728203804,803.3466037896667,6.858613333537411,0,
2025-01-09,C08,Campaign 8,Display,APAC,Desktop,10892,136,138,130,374,0.44679229504100904,1833.0656883988515,138,95,54,30,27,27,2689.427746174272,99.57011430922095,27.01039126883086,0,
2025-01-09,C09,Campaign 9,Search,US,iOS,37764,1496,1384,1263,3034,0.4054921128170709,2326.2120754058824,1384,1088,361,291,251,251,11780.557818103784,2225.353047163062,5.293792745884499,0,
2025-01-09,C09,Campaign 9,Search,UK,iOS,33841,1050,1009,1004,1618,0.2997084387938804,1342.845292989116,1009,726,238,167,130,130,5563.2594701912185,396.14013613261113,14.043665265790873,0,
2025-01-09,C09,Campaign 9,Search,EU,iOS,31855,874,846,684,1965,0.18022285529052526,1658.4214580895573,846,601,344,217,184,184,10087.062338567715,592.0465218308585,17.03761776587125,0,
2025-01-09,C09,Campaign 9,Search,APAC,iOS,30285,1863,1763,1705,2669,0.33674182715669543,1950.3832676468226,1763,891,333,221,136,136,8289.48529491226,1201.4478431350685,6.899579821360871,0,
2025-01-09,C09,Campaign 9,Search,US,Android,28904,888,934,842,2412,0.33168640191134285,2008.6377366744528,934,614,299,219,199,199,21238.16560256866,1747.3632302904398,12.154407987078072,0,
2025-01-09,C09,Campaign 9,Search,UK,Android,28957,2216,2059,1784,5159,0.3321864071625508,1530.6831363736542,2059,1636,1004,731,454,454,9743.69863506921,1061.291154103088,9.18098544155279,0,
2025-01-09,C09,Campaign 9,Search,EU,Android,29984,1590,1459,1291,3781,0.3049618863251695,2146.047973579295,1459,1019,465,413,306,306,18234.65109221618,1832.7372588733967,9.949408189270521,0,
2025-01-09,C09,Campaign 9,Search,APAC,Android,20298,766,696,579,1470,0.39606319890419495,2378.330376809169,696,555,311,245,232,232,18385.130607476392,1160.3760327376508,15.844114398072097,0,
2025-01-09,C09,Campaign 9,Search,US,Desktop,25591,1221,1305,1118,3651,0.3060638599006958,1972.9986606697562,1305,934,591,329,250,250,26565.70409200021,778.637821340325,34.11817839296679,0,
2025-01-09,C09,Campaign 9,Search,UK,Desktop,21816,1148,1140,997,2034,0.3274667889606502,2189.705149093449,1140,632,207,113,91,91,8498.646472450564,649.6731339452227,13.081418991180152,0,
2025-01-09,C09,Campaign 9,Search,EU,Desktop,21173,1260,1316,1172,2680,0.2796189467039508,1573.0251041121633,1316,693,220,187,123,123,10055.063716601795,1772.9091898292274,5.671505215430877,0,
2025-01-09,C09,Campaign 9,Search,APAC,Desktop,18064,1250,1142,982,2322,0.46170556262913304,2115.9174849561014,1142,632,362,207,196,196,22717.733771463227,592.6159162204713,38.334666939676886,0,
2025-01-09,C09,Campaign 9,Social,US,iOS,33788,2472,2396,1962,6694,0.4311224092515271,1740.981826784002,2396,1656,1158,998,735,735,17605.680987704676,763.3318886443299,23.06425455246236,0,
2025-01-09,C09,Campaign 9,Social,UK,iOS,26919,1969,1995,1635,5260,0.2975253123182626,1795.6717028406422,1995,1485,895,611,370,370,20236.658820412187,2046.6108345910488,9.88788805296042,0,
2025-01-09,C09,Campaign 9,Social,EU,iOS,24799,521,554,527,674,0.42933119245811163,1765.9137559949593,554,307,150,77,46,46,954.4186026797134,808.7782940866203,1.180074452613209,0,
2025-01-09,C09,Campaign 9,Social,APAC,iOS,18028,539,491,418,1154,0.29101559644820746,870.166635975613,491,276,86,54,45,45,4349.382714959762,704.6351653929734,6.172531444033341,0,
2025-01-09,C09,Campaign 9,Social,US,Android,27409,1408,1293,1242,1699,0.3272456202278445,2191.1282361460885,1293,858,356,238,213,213,10558.331676281337,1772.8218300520346,5.955664295927266,0,
2025-01-09,C09,Campaign 9,Social,UK,Android,24253,467,434,429,841,0.33931573119554703,2383.9028488024583,434,254,152,114,104,104,4667.620766974797,886.1638560486286,5.267220881460392,0,
2025-01-09,C09,Campaign 9,Social,EU,Android,27232,1083,1160,1115,2928,0.36278454587871783,1918.6711886343935,1160,865,359,275,184,184,4954.57675886299,1391.3689542060324,3.5609366903620887,0,
2025-01-09,C09,Campaign 9,Social,APAC,Android,22311,358,367,299,502,0.27783239333055343,1429.6330990538295,367,244,76,56,41,41,1552.8006603271801,505.0265544912348,3.074691115779993,0,
2025-01-09,C09,Campaign 9,Social,US,Desktop,20752,1489,1561,1359,3375,0.25579765340379834,2157.4539457414153,1561,1030,588,380,324,324,32293.487966807465,1012.538504331266,31.89359004982807,0,
2025-01-09,C09,Campaign 9,Social,UK,Desktop,16399,602,610,534,749,0.4248396258709691,1606.3646009982906,610,441,144,118,78,78,9259.018759650608,1069.4708925252519,8.657569667733606,0,
2025-01-09,C09,Campaign 9,Social,EU,Desktop,23356,1547,1573,1477,2703,0.3959414525252119,1747.747733828307,1573,979,417,226,162,162,13156.716983963883,852.620640052525,15.430915422307129,0,
2025-01-09,C09,Campaign 9,Social,APAC,Desktop,16245,1041,1114,909,3064,0.2771565824693488,2136.7745362799737,1114,704,486,350,219,219,23501.583542517044,885.0940569816435,26.552639639974963,0,
2025-01-09,C09,Campaign 9,Display,US,iOS,24675,1427,1434,1153,2769,0.3621627599070058,1782.799596869318,1434,888,588,396,311,311,17127.271507455796,1980.7137076887132,8.647020233651808,0,
2025-01-09,C09,Campaign 9,Display,UK,iOS,20914,1413,1365,1186,1730,0.36481157761035504,1317.9345320722232,1365,701,445,378,279,279,32682.58097599096,1202.7983875657956,27.172119046595544,0,
2025-01-09,C09,Campaign 9,Display,EU,iOS,19415,1531,1565,1352,2960,0.4276113577819585,2184.1138281542703,1565,1159,622,369,264,264,29058.657783988718,2368.9748814924355,12.266342716847209,0,
2025-01-09,C09,Campaign 9,Display,APAC,iOS,13950,901,898,877,1795,0.33830518620395256,1619.5216876322897,898,591,233,132,98,98,3632.620895354555,1236.6443963071101,2.9374821947217433,0,
2025-01-09,C09,Campaign 9,Display,US,Android,25385,1633,1715,1425,3846,0.2879047590994145,1235.3229207652143,1715,916,384,298,228,228,14160.489798666855,1689.006576485575,8.38391631850925,0,
2025-01-09,C09,Campaign 9,Display,UK,Android,18964,1509,1470,1429,2876,0.3541008422176079,1836.6393624444609,1470,1046,435,356,226,226,16679.347826472924,2339.163381467504,7.130475775492399,0,
2025-01-09,C09,Campaign 9,Display,EU,Android,22292,1078,1135,942,3144,0.35370763451845266,2025.9295338417674,1135,580,386,211,173,173,10395.695103251815,2141.400869311444,4.854623556118429,0,
2025-01-09,C09,Campaign 9,Display,APAC,Android,17540,1109,1125,930,2959,0.34691094397925487,1452.6816469747178,1125,706,439,294,247,247,16753.039980441466,1429.9837856899826,11.71554541253623,0,
2025-01-09,C09,Campaign 9,Display,US,Desktop,14972,334,312,308,516,0.43695369616364077,1223.2078035977347,312,197,103,57,47,47,1675.9417549122709,524.7585559980807,3.1937387885456423,0,
2025-01-09,C09,Campaign 9,Display,UK,Desktop,13488,897,959,920,2817,0.3668956341712659,1198.169196144109,959,484,332,189,173,173,15195.163395528252,1697.70024881803,8.950439517286636,0,
2025-01-09,C09,Campaign 9,Display,EU,Desktop,13518,453,493,450,960,0.4177170145785346,1100.420182646504,493,353,163,96,77,77,4354.832330140353,901.6292462001037,4.8299590419162834,0,
2025-01-09,C09,Campaign 9,Display,APAC,Desktop,11416,469,428,415,967,0.28459677725590027,1301.1963836258506,428,268,153,105,77,77,7549.592067364214,197.98483416520673,38.13217360408789,0,
2025-01-09,C10,Campaign 10,Search,US,iOS,55844,2875,2939,2392,5789,0.45582201987400905,2190.9343601299593,2939,2256,1436,784,637,637,50735.86589322638,2347.067947649267,21.61670093277081,0,
2025-01-09,C10,Campaign 10,Search,UK,iOS,33603,773,718,612,1143,0.286752775158929,1997.0497970798115,718,364,163,101,74,74,7058.236469438983,248.15135497913207,28.443271929877373,0,
2025-01-09,C10,Campaign 10,Search,EU,iOS,35269,1014,1114,1070,2251,0.3601242948868167,2466.8652136564465,1114,746,397,301,187,187,15268.514562309745,1540.075965407701,9.914130799559452,0,
2025-01-09,C10,Campaign 10,Search,APAC,iOS,31107,2370,2453,2288,6811,0.31225139613588787,2205.08098840624,2453,1745,558,382,354,354,16782.766452166816,912.3323091449662,18.395453371475522,0,
2025-01-09,C10,Campaign 10,Search,US,Android,44706,1553,1590,1411,3360,0.28445288161924703,2000.712183512144,1590,966,631,422,394,394,27119.09026040573,2741.056691214955,9.893662669335516,0,
2025-01-09,C10,Campaign 10,Search,UK,Android,28183,1145,1170,976,3269,0.27536770932267224,1871.2211312263219,1170,747,432,293,265,265,16527.899335860453,1479.190660176298,11.173609853573959,0,
2025-01-09,C10,Campaign 10,Search,EU,Android,34444,1586,1516,1226,2264,0.2665606878537628,1714.467041733566,1516,818,562,377,279,279,13049.82477003552,1857.4600303855561,7.0256288461435945,0,
2025-01-09,C10,Campaign 10,Search,APAC,Android,31453,1224,1334,1301,1885,0.3030045758639296,2677.32598275519,1334,863,461,367,313,313,7652.193687411108,1899.6975190161475,4.0281116392541145,0,
2025-01-09,C10,Campaign 10,Search,US,Desktop,38095,546,545,511,1146,0.28784554251748296,1203.9881913775057,545,343,117,77,67,67,7014.20508570908,986.308418956794,7.111573774385822,0,
2025-01-09,C10,Campaign 10,Search,UK,Desktop,21696,1451,1450,1404,2873,0.19925962616315654,1762.3854691800095,1450,729,396,289,225,225,16598.350214519916,2516.0166329008166,6.597074914955157,0,
2025-01-09,C10,Campaign 10,Search,EU,Desktop,28070,1415,1535,1454,1989,0.32239165198704917,2349.488384913653,1535,1225,428,305,201,201,12850.910937209028,2655.419169587833,4.8395037154166936,0,
2025-01-09,C10,Campaign 10,Search,APAC,Desktop,26331,1666,1622,1310,3808,0.2693145034713261,1639.9777390362567,1622,1265,701,614,493,493,13008.47841955057,584.5975229305271,22.25202452850024,0,
2025-01-09,C10,Campaign 10,Social,US,iOS,44625,594,616,527,780,0.2771555545755575,2244.6201593680985,616,409,249,194,140,140,13269.573229168163,1112.9526808939315,11.922854814015945,0,
2025-01-09,C10,Campaign 10,Social,UK,iOS,32124,1857,1681,1676,2761,0.4295055973451613,1738.288677561359,1681,963,375,283,239,239,4958.549352404551,1979.107408551961,2.5054473198261316,0,
2025-01-09,C10,Campaign 10,Social,EU,iOS,34466,1038,1001,943,2775,0.2913033066211292,1861.6980139696723,1001,704,463,324,250,250,29785.339486307214,1434.2110759037473,20.767751683648388,0,
2025-01-09,C10,Campaign 10,Social,APAC,iOS,30220,1670,1725,1537,3325,0.3418000249853108,2203.9153380191738,1725,1225,454,318,239,239,20473.064342397665,1834.324713348395,11.16109061466327,0,
2025-01-09,C10,Campaign 10,Social,US,Android,34595,1006,907,776,1819,0.39362667802882856,1039.9149269200982,907,579,232,124,80,80,5490.560554056112,1748.5360522224114,3.1400899896101886,0,
2025-01-09,C10,Campaign 10,Social,UK,Android,23269,1303,1346,1261,3330,0.3314085572007346,2158.0084302174255,1346,771,399,209,149,149,16140.054388036186,1569.4607016969562,10.283821933601134,0,
2025-01-09,C10,Campaign 10,Social,EU,Android,30366,875,932,929,2015,0.36198455493437026,1699.7066477304281,932,711,478,359,279,279,22892.71207361292,281.764192449307,81.24776918817182,0,
2025-01-09,C10,Campaign 10,Social,APAC,Android,25738,1568,1630,1512,2294,0.3700910994734038,2126.0730435151104,1630,1170,511,443,343,343,30149.90551389195,3008.53650072976,10.021452459220187,0,
2025-01-09,C10,Campaign 10,Social,US,Desktop,31405,1670,1831,1502,3681,0.27954928667591805,1841.6705693918213,1831,1019,524,463,282,282,31370.89469122384,3052.1485947702204,10.278298620511817,0,
2025-01-09,C10,Campaign 10,Social,UK,Desktop,24616,913,994,898,1337,0.32657678151480957,1103.0427331927367,994,781,412,320,201,201,21654.213323087435,1110.5101823875993,19.499337931806107,0,
2025-01-09,C10,Campaign 10,Social,EU,Desktop,28314,1198,1112,950,1469,0.5082096044734179,1483.5964714626093,1112,637,316,216,169,169,6499.480872757627,1446.9119944493975,4.491966959767249,0,
2025-01-09,C10,Campaign 10,Social,APAC,Desktop,17823,566,611,603,1459,0.425224029953295,1212.4282653534156,611,415,189,116,76,76,3172.1171841949445,798.1453924384252,3.9743600780601698,0,
2025-01-09,C10,Campaign 10,Display,US,iOS,33300,1241,1217,1030,2166,0.4101150659950807,1326.96446648927,1217,841,559,435,286,286,27215.60067821011,754.7208096268812,36.06048797258546,0,
2025-01-09,C10,Campaign 10,Display,UK,iOS,23618,348,320,275,579,0.29304817380344406,2258.533490076758,320,207,126,73,64,64,6603.486700556585,689.4017640220894,9.57857528827704,0,
2025-01-09,C10,Campaign 10,Display,EU,iOS,25381,967,877,760,2204,0.37421537467476856,1457.3989187627174,877,509,285,194,124,124,5546.306903060863,651.2874400248268,8.515912579013408,0,
2025-01-09,C10,Campaign 10,Display,APAC,iOS,17483,688,734,731,1595,0.4457077510530976,2062.678385220398,734,563,339,245,187,187,19137.156162870207,1109.3146066750771,17.25133343392057,0,
2025-01-09,C10,Campaign 10,Display,US,Android,24575,1159,1100,935,3068,0.3924849737702699,1007.0557038465988,1100,824,332,182,169,169,15289.141618977352,696.5490345195824,21.949842525476246,0,
2025-01-09,C10,Campaign 10,Display,UK,Android,23426,1519,1485,1208,2146,0.2145142725561208,2327.008896789289,1485,744,451,300,212,212,19366.60659588331,1630.9275032685896,11.874596851834387,0,
2025-01-09,C10,Campaign 10,Display,EU,Android,25187,258,282,240,685,0.3078309604120497,1433.311639572471,282,147,95,59,40,40,3722.4167137596014,164.87445225076212,22.57728024532312,0,
2025-01-09,C10,Campaign 10,Display,APAC,Android,16285,325,357,298,441,0.3646681630203267,2162.677940983289,357,216,109,65,53,53,4327.283359215601,141.80623969442834,30.51546510605078,0,
2025-01-09,C10,Campaign 10,Display,US,Desktop,23510,991,1063,931,2350,0.36216868259263496,1979.5386963534625,1063,746,297,227,167,167,18554.409492814553,515.5340970749493,35.99065434874054,0,
2025-01-09,C10,Campaign 10,Display,UK,Desktop,14769,227,242,238,582,0.32645078627825475,1505.0827087802531,242,191,67,48,34,34,4077.15288131973,178.23164004527524,22.875584157134124,0,
2025-01-09,C10,Campaign 10,Display,EU,Desktop,14886,868,799,722,1498,0.4429884295021215,1848.361881520043,799,632,379,305,239,239,7107.858658212802,1244.7130665523416,5.710439497434092,0,
2025-01-09,C10,Campaign 10,Display,APAC,Desktop,12143,320,348,316,842,0.39547531907936967,1667.1837683364606,348,270,158,130,98,98,10971.55853661053,499.9995573012924,21.9431365016174,0,
2025-01-10,C01,Campaign 1,Search,US,iOS,32641,383,381,376,710,0.4239597314342577,2283.7904301603216,381,267,152,76,67,67,7523.791437314944,407.4713849153582,18.464588473808583,0,
2025-01-10,C01,Campaign 1,Search,UK,iOS,30651,975,1021,966,1626,0.32298820281810214,1523.4692013399826,1021,686,315,188,114,114,3660.917564080965,467.0876197238653,7.837753366799232,0,
2025-01-10,C01,Campaign 1,Search,EU,iOS,39817,2537,2615,2594,4404,0.3874855998538148,1152.0982958403692,2615,1980,815,448,310,310,20121.085770316455,2313.5426152122936,8.69708888784403,0,
2025-01-10,C01,Campaign 1,Search,APAC,iOS,29969,2247,2053,1869,5537,0.2627713948405538,1700.4619397615702,2053,1201,596,499,430,430,12193.748183669815,2760.366438885286,4.417438211063744,0,
2025-01-10,C01,Campaign 1,Search,US,Android,38682,1882,2035,1786,3578,0.37683138562713,1812.0139043624501,2035,1528,954,550,502,502,37948.475794657585,3498.0615693224427,10.848429921148592,0,
2025-01-10,C01,Campaign 1,Search,UK,Android,28568,1910,1817,1514,4057,0.3317205238227486,2800.860796868018,1817,957,380,225,159,159,13166.239912959854,1995.1446642489311,6.59914047782408,0,
2025-01-10,C01,Campaign 1,Search,EU,Android,35978,389,418,337,1166,0.4697048715172538,1815.2490335898995,418,327,126,92,83,83,8668.608593541967,461.2137501230241,18.79520849330642,0,
2025-01-10,C01,Campaign 1,Search,APAC,Android,27805,1710,1705,1507,2982,0.28979133834301274,1037.4442901743678,1705,1237,784,426,328,328,36555.74938134575,2444.9573938900053,14.951487282641104,0,
2025-01-10,C01,Campaign 1,Search,US,Desktop,26636,1602,1734,1525,2180,0.2637483143788528,1557.1283411039592,1734,935,612,479,292,292,32696.81223202714,2939.855451678645,11.121911525737566,0,
2025-01-10,C01,Campaign 1,Search,UK,Desktop,24714,1639,1502,1415,2335,0.46769121352915144,2020.3197701424447,1502,1137,518,379,250,250,29637.406379731674,3081.29787902104,9.6184814137956,0,
2025-01-10,C01,Campaign 1,Search,EU,Desktop,23411,1180,1116,915,1987,0.41140768402863787,1490.4702009072935,1116,727,455,343,284,284,30565.363947509803,2053.4659200570622,14.884768064064314,0,
2025-01-10,C01,Campaign 1,Search,APAC,Desktop,15128,762,817,655,996,0.24752393411214008,1216.9966742304687,817,493,193,99,90,90,3895.866930306165,1386.610395852651,2.809633435576926,0,
2025-01-10,C01,Campaign 1,Social,US,iOS,35382,1760,1592,1569,3079,0.29027294622821337,1646.7877111566033,1592,1252,781,616,570,570,66110.375255929,1331.1933536084307,49.662488981578335,0,
2025-01-10,C01,Campaign 1,Social,UK,iOS,26685,1750,1904,1643,4268,0.3460410992112476,1665.7311952356008,1904,1304,589,406,270,270,14855.987950948838,2677.0087660249324,5.549473031053376,0,
2025-01-10,C01,Campaign 1,Social,EU,iOS,31995,1366,1441,1155,4155,0.3176403698984785,2059.122448666868,1441,798,526,407,277,277,25314.52627589667,1803.6421164967733,14.035226858122638,0,
2025-01-10,C01,Campaign 1,Social,APAC,iOS,19350,961,964,771,1622,0.26723282125492853,1723.2462600163933,964,698,445,368,280,280,24939.652406556786,413.9089014992842,60.25396486091256,0,
